/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/sbL-vu39uuE_000013_000023.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/9JXy2viLMEg_000008_000018.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/FP9xMSYjxoA_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/_AxrqV8ffY8_000019_000029.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Z4CyDvryLjE_000008_000018.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/JQitCfvl3uE_000069_000079.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/D_fKSNlID8M_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/fOaoL2QL41U_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/4duBoL8mOh8_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/cG84LQ4zgLE_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/sAOTLmcSaDk_000175_000185.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/x70WynScogI_000005_000015.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/-XnDDT85c78_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/0xtM7QHtUI4_000013_000023.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/rHr9NbNM924_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/cvrFdGAkBio_000003_000013.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/vW6fTTZM31Q_000006_000016.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/-RW9M6NXMHs_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/O4xK32EjOe0_000005_000015.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/GSnYcrXq-2A_000005_000015.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/i8-F6DUHIrg_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/J3ksiJPC05s_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/eGqdUZUcD94_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/q6qc3dLTzaw_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/IY1H8UTp8fs_000007_000017.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/__hFt9XLlyw_000015_000025.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/G1XJd928Uys_000003_000013.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/L7c3vDi7FgE_000007_000017.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/-i-m7UhgECY_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/VY35ZxdKmnM_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/ih6yAsMuSz0_000035_000045.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/FmIjKj7rLo0_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/I4NBLsbxogs_000006_000016.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/x5VRarWpu9k_000010_000020.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/7TM0Emm25Bs_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/ws3vO9N4Qq4_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/WvuKqmSCh14_000001_000011.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/McZp0_r13eM_000045_000055.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/xBDAkr_eWaU_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/g5J16uiQgP4_000002_000012.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Kcyy9MVXWzU_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/ka3-rXM7EGg_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Ae3PhcHwenY_000012_000022.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/wixQQ1egoC8_000009_000019.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/7m7_X27kgPo_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/OLAB9IaXkjA_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/EBpV61SevfA_000024_000034.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/Fek15fbtD5U_000010_000020.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/yfiiRxSfYcY_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/B0ab3213sYY_000030_000040.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/67ApIrmZPw8_000017_000027.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/I8Z3d8IBDyI_000005_000015.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/IIx3dOMneYY_000044_000054.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/b5JQU58ms1Y_000098_000108.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/z2rdsytTow8_000005_000015.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/0qyu0s-bugk_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/AVmBcAYvWjo_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/WIAevFsrHSM_000004_000014.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/7HlnEc6E4Kw_000030_000040.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/5MbKOiAiFMo_000000_000010.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/flipping pancake/pjLfVhoxIiQ_000090_000100.mp4, flipping pancake
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/p8_w19VV2UE_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/I12O3pkBAcg_000031_000041.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/-gobP9YoHgo_000003_000013.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/v2njSUNmjvQ_000003_000013.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/TnMtMEPyMq0_000007_000017.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/IUj2Le44oO8_000005_000015.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/qKWdCTUnbEo_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/U5WfVlwfjVU_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/RAZBR7_VHoU_000029_000039.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/hgW9sekN7PM_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Ko90Z1b7m90_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Wr1qmBOkbu0_000004_000014.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/fP4necNKfjQ_000227_000237.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/xbA2GPi_yYc_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/R4NhWeYTwxw_000047_000057.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/L4CI4tsULJY_000091_000101.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Xxvq2Cex8vk_000015_000025.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/yoVVKF9D-1M_000023_000033.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/3BR5a87bVf4_000008_000018.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/mAu45Gdpn88_000005_000015.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/uQWu22I-CMU_000008_000018.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/-3CdM-WdMzo_000009_000019.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/M60CkP1W1Ek_000019_000029.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/rnhM8TcgIAE_000070_000080.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/sZZOuZa_O5w_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Oia7ZMa5q2M_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/YASOQOYp_ls_000024_000034.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/41JZtvEjgW8_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/wQU6S7gR900_000141_000151.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/M0zcEhr4EBw_000006_000016.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/e2PFgxLqDM0_000077_000087.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/h5_2x_qHPW4_000004_000014.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/U08SKK0HMeY_000004_000014.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/wSnotQwCI5w_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/zcKYe-VJSDg_000001_000011.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/5RmWXbAOAgk_000007_000017.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/UuAB-utRmNA_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/_yCb6l9Gbio_000033_000043.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/_tjlCxxPK-k_000441_000451.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Vye6E_QJpJU_000013_000023.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Z9nprkvC5VE_000022_000032.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/09ciI8Ry7wk_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/lKNW0awiDzk_000050_000060.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/PWBvWFCWhsA_000016_000026.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/51fva4e4l-4_000008_000018.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/rCXU0C6pRZo_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/kcpo534XPos_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/8JUGTuNjlks_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/F-bKNcBuVco_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/juoP6RByHZQ_000006_000016.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/QIlcMJKC1gY_000152_000162.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/v1RUUUvXwBQ_000194_000204.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/INvRzY7k94o_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/vVkieP0_Y_s_000016_000026.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/NCadWuo6Lg0_000005_000015.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/MkVPW-_5-wo_000010_000020.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/tNGjnaSAl_8_000003_000013.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/bTucGkEH1U0_000071_000081.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/IYDsaIal-GU_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/0w1KF5xR7C0_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/jOhFA4TLAtU_000006_000016.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/H6W0O-zlQH8_000159_000169.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/5YeFf1IDLUI_000008_000018.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/YbI8DeaNZAo_000012_000022.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/KisL4sWkJGI_000009_000019.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/LioGm_m5eCw_000028_000038.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/MM5E8kMuMzs_000001_000011.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/K2qIHGOdw6g_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/TIGEz4n4IqI_000027_000037.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/yBe8xMKOtxI_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/LqSkcAINPZ0_000050_000060.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/wG0-SOYejzc_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/U8XRQHHfOQ8_000017_000027.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/bKnraUpZUj8_000013_000023.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/YZ2JaG3Sy-M_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/SL8_WluEgZU_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/T1mXyul1tgw_000184_000194.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Ye1-xdI-ACk_000004_000014.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/TiM2WatD5Xw_000127_000137.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/FzmDC7WyTHE_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/RqiJOYBEXTA_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/VOQmNj4KT-g_000134_000144.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/MGiwauqcmFg_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/Nr6D4DRHPVY_000031_000041.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/pgwp1bqdfJ0_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/3XMSaLzPx5s_000006_000016.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/qDSrP_oZPgY_000042_000052.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/sh_RFm2UXGc_000004_000014.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/34UZhPYMquU_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/TwFDHBFFqXU_000182_000192.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/M-tK_wb0gA0_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/PkiqLOIdaSM_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/oZuzi9gjPbY_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/h5s_sqRmTP4_000002_000012.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/6Wxy2p81qhk_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/GjfTSa6uI44_000061_000071.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/RnzbF9Wb0nE_000016_000026.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/t3S9UbJuy5A_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/AFqo0_noNFc_000001_000011.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/raising eyebrows/KfuUO8c-w8A_000000_000010.mp4, raising eyebrows
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/tIOBxzspUBY_000504_000514.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/woJhIP7h7KE_000096_000106.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/piq1nbHqEoQ_000034_000044.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/ryFzHQgDRY0_000268_000278.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/Lh0yahzHUaI_000065_000075.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/dWni_xtC-hc_000000_000010.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/Pw6BH-mDpZM_000124_000134.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/bWFJX6e2SgE_000480_000490.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/U4o5GI6C9gY_000085_000095.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/UTNTdwSVGkQ_000636_000646.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/vj7by2885mM_000725_000735.mp4, playing checkers
/home/alec/Documents/SmallDatasets/KineticsSmall/playing checkers/iKaJoMgq_wc_000082_000092.mp4, playing checkers
